Bdry. Mon ,1,Laguna- Batangas,ALAMINOS,LAGUNA,REGION IV,,,20189.62,15974.03,,,,,
Bdry. Mon ,6,Laguna- Batangas,ALAMINOS,LAGUNA,REGION IV,,,17260.27,16040.28,,,,,
Bdry. Mon ,,Alaminos-San Pablo,ALAMINOS,LAGUNA,REGION IV,,,20317.75,24347.24,,,,,
BLBM,1,Magampong,ALAMINOS,LAGUNA,REGION IV,,,19935.57,24787.64,,,,,
BLBM,1,Magompong,ALAMINOS,LAGUNA,REGION IV,,,19935.57,24787.64,,,,,
BLBM,1,San Ildefonso,ALAMINOS,LAGUNA,REGION IV,,,18204.39,16905.46,,,,,
BLBM,1,San Ildefonso,ALAMINOS,LAGUNA,REGION IV,,,18204.39,16905.46,,,,,
BLBM,1,San Nicolas,ALAMINOS,LAGUNA,REGION IV,,,20530.92,25144.29,,,,,
BLBM,1,San Nicolas,ALAMINOS,LAGUNA,REGION IV,,,20530.92,25144.29,,,,,
BLBM,1,San Roque,ALAMINOS,LAGUNA,REGION IV,,,18032.24,22304.48,,,,,
BLBM,1,San Roque,ALAMINOS,LAGUNA,REGION IV,,,18032.24,22304.48,,,,,
BLBM,2,Magampong,ALAMINOS,LAGUNA,REGION IV,,,19930.21,24695.09,,,,,
BLBM,2,Magampong,ALAMINOS,LAGUNA,REGION IV,,,19930.21,24695.09,,,,,
BLBM,2,San Ildefonso,ALAMINOS,LAGUNA,REGION IV,,,18128.55,16835.11,,,,,
BLBM,2,San Ildefonso,ALAMINOS,LAGUNA,REGION IV,,,18128.55,16835.11,,,,,
BLBM,2,San Nicolas,ALAMINOS,LAGUNA,REGION IV,,,20472.11,24856.11,,,,,
BLBM,2,San Nicolas,ALAMINOS,LAGUNA,REGION IV,,,20472.11,24856.11,,,,,
BLBM,2,San Roque,ALAMINOS,LAGUNA,REGION IV,,,17966.59,22365.59,,,,,
BLBM,2,San Roque,ALAMINOS,LAGUNA,REGION IV,,,17966.59,22365.59,,,,,
BLLM,1,,ALAMINOS,LAGUNA,REGION IV,14-03-51.54,121-14-46.10,20000,20000,,,,,
BLLM,1,,ALAMINOS,LAGUNA,REGION IV,14-03-51.54,121-14-46.100,20000,20000,,,,,
BLLM,2,,ALAMINOS,LAGUNA,REGION IV,,,20043.55,19820.43,,,,,
BLLM,2,,ALAMINOS,LAGUNA,REGION IV,,,20043.55,19820.43,,,,,
MON,1,Laguna- Batangas,ALAMINOS,LAGUNA,REGION IV,,,20189.62,15974.03,,,,,
MON,6,Laguna- Batangas,ALAMINOS,LAGUNA,REGION IV,,,17260.27,16040.28,,,,,
MON,,Alaminos-San Pablo,ALAMINOS,LAGUNA,REGION IV,,,20317.75,24347.24,,,,,
P.P.R. ,196,,ALAMINOS,LAGUNA,REGION IV,,,20233.7,15907.18,,,,,
PPR,196,,ALAMINOS,LAGUNA,REGION IV,,,20233.7,15907.18,,,,,
Bdry. MON,1,Laguna-Batangas,ALOMINOS,LAGUNA,IV-A,,,20189.62,15970.03,,,,,
Bdry. MON,6,Laguna-Batangas,ALOMINOS,LAGUNA,IV-A,,,17260.27,16040.28,,,,,
BLBM ,1,Magumpong ,ALOMINOS,LAGUNA,IV-A,,,19935.57,24787.64,,,,,
BLBM ,1,San Ildefonso,ALOMINOS,LAGUNA,IV-A,,,18204.39,16905.46,,,,,
BLBM ,1,San Nicolas,ALOMINOS,LAGUNA,IV-A,,,20530.92,24856.11,,,,,
BLBM ,1,San Roque,ALOMINOS,LAGUNA,IV-A,,,18032.24,22304.48,,,,,
BLBM ,2,Magumpong ,ALOMINOS,LAGUNA,IV-A,,,19930.21,24695.09,,,,,
BLBM ,2,San Ildefonso,ALOMINOS,LAGUNA,IV-A,,,18128.55,16835.11,,,,,
BLBM ,2,San Nicolas,ALOMINOS,LAGUNA,IV-A,,,20472.11,24856.11,,,,,
BLBM ,2,San Roque,ALOMINOS,LAGUNA,IV-A,,,17966.59,22365.59,,,,,
BLLM ,1,,ALOMINOS,LAGUNA,IV-A,14-03-51.540,121-14-46.100,20000,20000,,,,,
BLLM ,2,,ALOMINOS,LAGUNA,IV-A,,,20043.55,19820.43,,,,,
P.P.R,196,,ALOMINOS,LAGUNA,IV-A,,,20233.7,15907.18,,,,,
BBM,1,Cad 386,BAY,LAGUNA,IV-A,,,,,,,,,
BBM,2,Cad 387,BAY,LAGUNA,IV-A,,,,,1568630.23,530665.88,,,
